Mánuður,Eining,gildi
2008M07,"Mánaðarbreyting, %",0.7
2008M07,"Ársbreyting, %",9.1
2008M08,Vísitölugildi,350.4
2008M08,"Mánaðarbreyting, %",0.5
2008M08,"Ársbreyting, %",9.1
2008M09,Vísitölugildi,352.2
2008M09,"Mánaðarbreyting, %",0.5
2008M09,"Ársbreyting, %",9
2008M10,Vísitölugildi,353.3
2008M10,"Mánaðarbreyting, %",0.3
2008M10,"Ársbreyting, %",8.8
2008M11,Vísitölugildi,351.3
2008M11,"Mánaðarbreyting, %",-0.6
2008M11,"Ársbreyting, %",7.8
2008M12,Vísitölugildi,353.6
2008M12,"Mánaðarbreyting, %",0.7
2008M12,"Ársbreyting, %",8.3
2009M01,Vísitölugildi,355.7
2009M01,"Mánaðarbreyting, %",0.6
2009M01,"Ársbreyting, %",7.5
2009M02,Vísitölugildi,355.7
2009M02,"Mánaðarbreyting, %",0
2009M02,"Ársbreyting, %",6.7
2009M03,Vísitölugildi,356.1
2009M03,"Mánaðarbreyting, %",0.1
2009M03,"Ársbreyting, %",5.5
2009M04,Vísitölugildi,355.4
2009M04,"Mánaðarbreyting, %",-0.2
2009M04,"Ársbreyting, %",4.4
2009M05,Vísitölugildi,356
2009M05,"Mánaðarbreyting, %",0.2
2009M05,"Ársbreyting, %",4.1
2009M06,Vísitölugildi,356.7
2009M06,"Mánaðarbreyting, %",0.2
2009M06,"Ársbreyting, %",3
2009M07,Vísitölugildi,358
2009M07,"Mánaðarbreyting, %",0.4
2009M07,"Ársbreyting, %",2.6
2009M08,Vísitölugildi,358.1
2009M08,"Mánaðarbreyting, %",0
2009M08,"Ársbreyting, %",2.2
2009M09,Vísitölugildi,359
2009M09,"Mánaðarbreyting, %",0.3
2009M09,"Ársbreyting, %",1.9
2009M10,Vísitölugildi,360.1
2009M10,"Mánaðarbreyting, %",0.3
2009M10,"Ársbreyting, %",1.9
2009M11,Vísitölugildi,365.4
2009M11,"Mánaðarbreyting, %",1.5
2009M11,"Ársbreyting, %",4
2009M12,Vísitölugildi,366.5
2009M12,"Mánaðarbreyting, %",0.3
2009M12,"Ársbreyting, %",3.6
2010M01,Vísitölugildi,366.9
2010M01,"Mánaðarbreyting, %",0.1
2010M01,"Ársbreyting, %",3.1
2010M02,Vísitölugildi,368.6
2010M02,"Mánaðarbreyting, %",0.5
2010M02,"Ársbreyting, %",3.6
2010M03,Vísitölugildi,369
2010M03,"Mánaðarbreyting, %",0.1
2010M03,"Ársbreyting, %",3.6
2010M04,Vísitölugildi,369.5
2010M04,"Mánaðarbreyting, %",0.1
2010M04,"Ársbreyting, %",4
2010M05,Vísitölugildi,370.1
2010M05,"Mánaðarbreyting, %",0.2
2010M05,"Ársbreyting, %",4
2010M06,Vísitölugildi,378.3
2010M06,"Mánaðarbreyting, %",2.2
2010M06,"Ársbreyting, %",6.1
2010M07,Vísitölugildi,379.5
2010M07,"Mánaðarbreyting, %",0.3
2010M07,"Ársbreyting, %",6
2010M08,Vísitölugildi,379.5
2010M08,"Mánaðarbreyting, %",0
2010M08,"Ársbreyting, %",6
2010M09,Vísitölugildi,380.7
2010M09,"Mánaðarbreyting, %",0.3
2010M09,"Ársbreyting, %",6
2010M10,Vísitölugildi,381.8
2010M10,"Mánaðarbreyting, %",0.3
2010M10,"Ársbreyting, %",6
2010M11,Vísitölugildi,382.4
2010M11,"Mánaðarbreyting, %",0.2
2010M11,"Ársbreyting, %",4.7
2010M12,Vísitölugildi,383.1
2010M12,"Mánaðarbreyting, %",0.2
2010M12,"Ársbreyting, %",4.5
2011M01,Vísitölugildi,383.2
2011M01,"Mánaðarbreyting, %",0
2011M01,"Ársbreyting, %",4.4
2011M02,Vísitölugildi,383.9
2011M02,"Mánaðarbreyting, %",0.2
2011M02,"Ársbreyting, %",4.2
2011M03,Vísitölugildi,385.2
2011M03,"Mánaðarbreyting, %",0.3
2011M03,"Ársbreyting, %",4.4
2011M04,Vísitölugildi,385.6
2011M04,"Mánaðarbreyting, %",0.1
2011M04,"Ársbreyting, %",4.4
2011M05,Vísitölugildi,389.9
2011M05,"Mánaðarbreyting, %",1.1
2011M05,"Ársbreyting, %",5.3
2011M06,Vísitölugildi,405
2011M06,"Mánaðarbreyting, %",3.9
2011M06,"Ársbreyting, %",7.1
2011M07,Vísitölugildi,409.1
2011M07,"Mánaðarbreyting, %",1
2011M07,"Ársbreyting, %",7.8
2011M08,Vísitölugildi,409.7
2011M08,"Mánaðarbreyting, %",0.1
2011M08,"Ársbreyting, %",8
2011M09,Vísitölugildi,412.8
2011M09,"Mánaðarbreyting, %",0.8
2011M09,"Ársbreyting, %",8.4
2011M10,Vísitölugildi,415.7
2011M10,"Mánaðarbreyting, %",0.7
2011M10,"Ársbreyting, %",8.9
2011M11,Vísitölugildi,416.9
2011M11,"Mánaðarbreyting, %",0.3
2011M11,"Ársbreyting, %",9
2011M12,Vísitölugildi,418.2
2011M12,"Mánaðarbreyting, %",0.3
2011M12,"Ársbreyting, %",9.2
2012M01,Vísitölugildi,418.2
2012M01,"Mánaðarbreyting, %",0
2012M01,"Ársbreyting, %",9.1
2012M02,Vísitölugildi,427.1
2012M02,"Mánaðarbreyting, %",2.1
2012M02,"Ársbreyting, %",11.3
2012M03,Vísitölugildi,431.7
2012M03,"Mánaðarbreyting, %",1.1
2012M03,"Ársbreyting, %",12.1
2012M04,Vísitölugildi,431.4
2012M04,"Mánaðarbreyting, %",-0.1
2012M04,"Ársbreyting, %",11.9
2012M05,Vísitölugildi,432.9
2012M05,"Mánaðarbreyting, %",0.4
2012M05,"Ársbreyting, %",11
2012M06,Vísitölugildi,433.1
2012M06,"Mánaðarbreyting, %",0
2012M06,"Ársbreyting, %",6.9
2012M07,Vísitölugildi,433.5
2012M07,"Mánaðarbreyting, %",0.1
2012M07,"Ársbreyting, %",6
2012M08,Vísitölugildi,433.7
2012M08,"Mánaðarbreyting, %",0.1
2012M08,"Ársbreyting, %",5.9
2012M09,Vísitölugildi,436.3
2012M09,"Mánaðarbreyting, %",0.6
2012M09,"Ársbreyting, %",5.7
2012M10,Vísitölugildi,436.8
2012M10,"Mánaðarbreyting, %",0.1
2012M10,"Ársbreyting, %",5.1
2012M11,Vísitölugildi,437.7
2012M11,"Mánaðarbreyting, %",0.2
2012M11,"Ársbreyting, %",5
2012M12,Vísitölugildi,437.7
2012M12,"Mánaðarbreyting, %",0
2012M12,"Ársbreyting, %",4.7
2013M01,Vísitölugildi,439.2
2013M01,"Mánaðarbreyting, %",0.3
2013M01,"Ársbreyting, %",5
2013M02,Vísitölugildi,449.4
2013M02,"Mánaðarbreyting, %",2.3
2013M02,"Ársbreyting, %",5.2
2013M03,Vísitölugildi,455.3
2013M03,"Mánaðarbreyting, %",1.3
2013M03,"Ársbreyting, %",5.5
2013M04,Vísitölugildi,456.4
2013M04,"Mánaðarbreyting, %",0.2
2013M04,"Ársbreyting, %",5.8
2013M05,Vísitölugildi,456.5
2013M05,"Mánaðarbreyting, %",0
2013M05,"Ársbreyting, %",5.5
2013M06,Vísitölugildi,457.8
2013M06,"Mánaðarbreyting, %",0.3
2013M06,"Ársbreyting, %",5.7
2013M07,Vísitölugildi,457.5
2013M07,"Mánaðarbreyting, %",-0.1
2013M07,"Ársbreyting, %",5.5
2013M08,Vísitölugildi,458.6
2013M08,"Mánaðarbreyting, %",0.2
2013M08,"Ársbreyting, %",5.7
2013M09,Vísitölugildi,462
2013M09,"Mánaðarbreyting, %",0.7
2013M09,"Ársbreyting, %",5.9
2013M10,Vísitölugildi,463.1
2013M10,"Mánaðarbreyting, %",0.2
2013M10,"Ársbreyting, %",6
2013M11,Vísitölugildi,464.2
2013M11,"Mánaðarbreyting, %",0.2
2013M11,"Ársbreyting, %",6.1
2013M12,Vísitölugildi,463.8
2013M12,"Mánaðarbreyting, %",-0.1
2013M12,"Ársbreyting, %",6
2014M01,Vísitölugildi,468.5
2014M01,"Mánaðarbreyting, %",1
2014M01,"Ársbreyting, %",6.7
2014M02,Vísitölugildi,470.5
2014M02,"Mánaðarbreyting, %",0.4
2014M02,"Ársbreyting, %",4.7
2014M03,Vísitölugildi,475.3
2014M03,"Mánaðarbreyting, %",1
2014M03,"Ársbreyting, %",4.4
2014M04,Vísitölugildi,478.4
2014M04,"Mánaðarbreyting, %",0.7
2014M04,"Ársbreyting, %",4.8
2014M05,Vísitölugildi,480.4
2014M05,"Mánaðarbreyting, %",0.4
2014M05,"Ársbreyting, %",5.2
2014M06,Vísitölugildi,482.7
2014M06,"Mánaðarbreyting, %",0.5
2014M06,"Ársbreyting, %",5.4
2014M07,Vísitölugildi,484.7
2014M07,"Mánaðarbreyting, %",0.4
2014M07,"Ársbreyting, %",5.9
2014M08,Vísitölugildi,487.4
2014M08,"Mánaðarbreyting, %",0.6
2014M08,"Ársbreyting, %",6.3
2014M09,Vísitölugildi,490.6
2014M09,"Mánaðarbreyting, %",0.7
2014M09,"Ársbreyting, %",6.2
2014M10,Vísitölugildi,493.8
2014M10,"Mánaðarbreyting, %",0.6
2014M10,"Ársbreyting, %",6.6
2014M11,Vísitölugildi,494.7
2014M11,"Mánaðarbreyting, %",0.2
2014M11,"Ársbreyting, %",6.6
2014M12,Vísitölugildi,494.6
2014M12,"Mánaðarbreyting, %",0
2014M12,"Ársbreyting, %",6.6
2015M01,Vísitölugildi,498.1
2015M01,"Mánaðarbreyting, %",0.7
2015M01,"Ársbreyting, %",6.3
2015M02,Vísitölugildi,500.8
2015M02,"Mánaðarbreyting, %",0.5
2015M02,"Ársbreyting, %",6.4
2015M03,Vísitölugildi,502.1
2015M03,"Mánaðarbreyting, %",0.3
2015M03,"Ársbreyting, %",5.6
2015M04,Vísitölugildi,503.2
2015M04,"Mánaðarbreyting, %",0.2
2015M04,"Ársbreyting, %",5.2
2015M05,Vísitölugildi,505.7
2015M05,"Mánaðarbreyting, %",0.5
2015M05,"Ársbreyting, %",5.3
2015M06,Vísitölugildi,517.1
2015M06,"Mánaðarbreyting, %",2.3
2015M06,"Ársbreyting, %",7.1
2015M07,Vísitölugildi,523
2015M07,"Mánaðarbreyting, %",1.1
2015M07,"Ársbreyting, %",7.9
2015M08,Vísitölugildi,524.7
2015M08,"Mánaðarbreyting, %",0.3
2015M08,"Ársbreyting, %",7.7
2015M09,Vísitölugildi,531
2015M09,"Mánaðarbreyting, %",1.2
2015M09,"Ársbreyting, %",8.2
2015M10,Vísitölugildi,532.9
2015M10,"Mánaðarbreyting, %",0.3
2015M10,"Ársbreyting, %",7.9
2015M11,Vísitölugildi,537.6
2015M11,"Mánaðarbreyting, %",0.9
2015M11,"Ársbreyting, %",8.7
2015M12,Vísitölugildi,542.7
2015M12,"Mánaðarbreyting, %",0.9
2015M12,"Ársbreyting, %",9.7
2016M01,Vísitölugildi,545
2016M01,"Mánaðarbreyting, %",0.4
2016M01,"Ársbreyting, %",9.4
2016M02,Vísitölugildi,564
2016M02,"Mánaðarbreyting, %",3.5
2016M02,"Ársbreyting, %",12.6
2016M03,Vísitölugildi,568.8
2016M03,"Mánaðarbreyting, %",0.9
2016M03,"Ársbreyting, %",13.3
2016M04,Vísitölugildi,570.4
2016M04,"Mánaðarbreyting, %",0.3
2016M04,"Ársbreyting, %",13.4
2016M05,Vísitölugildi,573.1
2016M05,"Mánaðarbreyting, %",0.5
2016M05,"Ársbreyting, %",13.3
2016M06,Vísitölugildi,581.6
2016M06,"Mánaðarbreyting, %",1.5
2016M06,"Ársbreyting, %",12.5
2016M07,Vísitölugildi,581.9
2016M07,"Mánaðarbreyting, %",0.1
2016M07,"Ársbreyting, %",11.3
2016M08,Vísitölugildi,583.4
2016M08,"Mánaðarbreyting, %",0.3
2016M08,"Ársbreyting, %",11.2
2016M09,Vísitölugildi,586.7
2016M09,"Mánaðarbreyting, %",0.6
2016M09,"Ársbreyting, %",10.5
2016M10,Vísitölugildi,588.3
2016M10,"Mánaðarbreyting, %",0.3
2016M10,"Ársbreyting, %",10.4
2016M11,Vísitölugildi,589.9
2016M11,"Mánaðarbreyting, %",0.3
2016M11,"Ársbreyting, %",9.7
2016M12,Vísitölugildi,592.2
2016M12,"Mánaðarbreyting, %",0.4
2016M12,"Ársbreyting, %",9.1
2017M01,Vísitölugildi,592.4
2017M01,"Mánaðarbreyting, %",0.1
2017M01,"Ársbreyting, %",8.7
2017M02,Vísitölugildi,595.1
2017M02,"Mánaðarbreyting, %",0.4
2017M02,"Ársbreyting, %",5.5
2017M03,Vísitölugildi,597.3
2017M03,"Mánaðarbreyting, %",0.4
2017M03,"Ársbreyting, %",5
2017M04,Vísitölugildi,598.4
2017M04,"Mánaðarbreyting, %",0.2
2017M04,"Ársbreyting, %",4.9
2017M05,Vísitölugildi,617.8
2017M05,"Mánaðarbreyting, %",3.2
2017M05,"Ársbreyting, %",7.8
2017M06,Vísitölugildi,623.8
2017M06,"Mánaðarbreyting, %",1
2017M06,"Ársbreyting, %",7.3
2017M07,Vísitölugildi,623.9
2017M07,"Mánaðarbreyting, %",0
2017M07,"Ársbreyting, %",7.2
2017M08,Vísitölugildi,625.2
2017M08,"Mánaðarbreyting, %",0.2
2017M08,"Ársbreyting, %",7.2
2017M09,Vísitölugildi,630
2017M09,"Mánaðarbreyting, %",0.8
2017M09,"Ársbreyting, %",7.4
2017M10,Vísitölugildi,630.7
2017M10,"Mánaðarbreyting, %",0.1
2017M10,"Ársbreyting, %",7.2
2017M11,Vísitölugildi,631.6
2017M11,"Mánaðarbreyting, %",0.1
2017M11,"Ársbreyting, %",7.1
2017M12,Vísitölugildi,632.8
2017M12,"Mánaðarbreyting, %",0.2
2017M12,"Ársbreyting, %",6.9
2018M01,Vísitölugildi,635.6
2018M01,"Mánaðarbreyting, %",0.4
2018M01,"Ársbreyting, %",7.3
2018M02,Vísitölugildi,638.1
2018M02,"Mánaðarbreyting, %",0.4
2018M02,"Ársbreyting, %",7.2
2018M03,Vísitölugildi,640
2018M03,"Mánaðarbreyting, %",0.3
2018M03,"Ársbreyting, %",7.1
2018M04,Vísitölugildi,641.9
2018M04,"Mánaðarbreyting, %",0.3
2018M04,"Ársbreyting, %",7.3
2018M05,Vísitölugildi,656.5
2018M05,"Mánaðarbreyting, %",2.3
2018M05,"Ársbreyting, %",6.3
2018M06,Vísitölugildi,660.9
2018M06,"Mánaðarbreyting, %",0.7
2018M06,"Ársbreyting, %",5.9
2018M07,Vísitölugildi,663.4
2018M07,"Mánaðarbreyting, %",0.4
2018M07,"Ársbreyting, %",6.3
2018M08,Vísitölugildi,662.8
2018M08,"Mánaðarbreyting, %",-0.1
2018M08,"Ársbreyting, %",6
2018M09,Vísitölugildi,667
2018M09,"Mánaðarbreyting, %",0.6
2018M09,"Ársbreyting, %",5.9
2018M10,Vísitölugildi,669.6
2018M10,"Mánaðarbreyting, %",0.4
2018M10,"Ársbreyting, %",6.2
2018M11,Vísitölugildi,670.6
2018M11,"Mánaðarbreyting, %",0.1
2018M11,"Ársbreyting, %",6.2
2018M12,Vísitölugildi,670.7
2018M12,"Mánaðarbreyting, %",0
2018M12,"Ársbreyting, %",6
2019M01,Vísitölugildi,672.6
2019M01,"Mánaðarbreyting, %",0.3
2019M01,"Ársbreyting, %",5.8
2019M02,Vísitölugildi,674
2019M02,"Mánaðarbreyting, %",0.2
2019M02,"Ársbreyting, %",5.6
2019M03,Vísitölugildi,675.3
2019M03,"Mánaðarbreyting, %",0.2
2019M03,"Ársbreyting, %",5.5
2019M04,Vísitölugildi,685.4
2019M04,"Mánaðarbreyting, %",1.5
2019M04,"Ársbreyting, %",6.8
2019M05,Vísitölugildi,690
2019M05,"Mánaðarbreyting, %",0.7
2019M05,"Ársbreyting, %",5.1
2019M06,Vísitölugildi,689.3
2019M06,"Mánaðarbreyting, %",-0.1
2019M06,"Ársbreyting, %",4.3
2019M07,Vísitölugildi,691.3
2019M07,"Mánaðarbreyting, %",0.3
2019M07,"Ársbreyting, %",4.2
2019M08,Vísitölugildi,691.5
2019M08,"Mánaðarbreyting, %",0
2019M08,"Ársbreyting, %",4.3
2019M09,Vísitölugildi,695.2
2019M09,"Mánaðarbreyting, %",0.5
2019M09,"Ársbreyting, %",4.2
2019M10,Vísitölugildi,697.6
2019M10,"Mánaðarbreyting, %",0.4
2019M10,"Ársbreyting, %",4.2
2019M11,Vísitölugildi,698.7
2019M11,"Mánaðarbreyting, %",0.2
2019M11,"Ársbreyting, %",4.2
2019M12,Vísitölugildi,700.7
2019M12,"Mánaðarbreyting, %",0.3
2019M12,"Ársbreyting, %",4.5
2020M01,Vísitölugildi,705.6
2020M01,"Mánaðarbreyting, %",0.7
2020M01,"Ársbreyting, %",4.9
2020M02,Vísitölugildi,706.6
2020M02,"Mánaðarbreyting, %",0.1
2020M02,"Ársbreyting, %",4.8
2020M03,Vísitölugildi,708.7
2020M03,"Mánaðarbreyting, %",0.3
2020M03,"Ársbreyting, %",4.9
2020M04,Vísitölugildi,732.1
2020M04,"Mánaðarbreyting, %",3.3
2020M04,"Ársbreyting, %",6.8
2020M05,Vísitölugildi,734.5
2020M05,"Mánaðarbreyting, %",0.3
2020M05,"Ársbreyting, %",6.4
2020M06,Vísitölugildi,735.7
2020M06,"Mánaðarbreyting, %",0.2
2020M06,"Ársbreyting, %",6.7
2020M07,Vísitölugildi,734.6
2020M07,"Mánaðarbreyting, %",-0.1
2020M07,"Ársbreyting, %",6.3
2020M08,Vísitölugildi,736.1
2020M08,"Mánaðarbreyting, %",0.2
2020M08,"Ársbreyting, %",6.4
2020M09,Vísitölugildi,742
2020M09,"Mánaðarbreyting, %",0.8
2020M09,"Ársbreyting, %",6.7
2020M10,Vísitölugildi,747.1
2020M10,"Mánaðarbreyting, %",0.7
2020M10,"Ársbreyting, %",7.1
2020M11,Vísitölugildi,749.7
2020M11,"Mánaðarbreyting, %",0.4
2020M11,"Ársbreyting, %",7.3
2020M12,Vísitölugildi,751.2
2020M12,"Mánaðarbreyting, %",0.2
2020M12,"Ársbreyting, %",7.2
2021M01,Vísitölugildi,778.6
2021M01,"Mánaðarbreyting, %",3.7
2021M01,"Ársbreyting, %",10.3
2021M02,Vísitölugildi,781.2
2021M02,"Mánaðarbreyting, %",0.3
2021M02,"Ársbreyting, %",10.6
2021M03,Vísitölugildi,783.9
2021M03,"Mánaðarbreyting, %",0.4
2021M03,"Ársbreyting, %",10.6
2021M04,Vísitölugildi,786.2
2021M04,"Mánaðarbreyting, %",0.3
2021M04,"Ársbreyting, %",7.4
2021M05,Vísitölugildi,789.3
2021M05,"Mánaðarbreyting, %",0.4
2021M05,"Ársbreyting, %",7.5
2021M06,Vísitölugildi,792.7
2021M06,"Mánaðarbreyting, %",0.4
2021M06,"Ársbreyting, %",7.7
2021M07,Vísitölugildi,791.6
2021M07,"Mánaðarbreyting, %",-0.1
2021M07,"Ársbreyting, %",7.8
2021M08,Vísitölugildi,793.9
2021M08,"Mánaðarbreyting, %",0.3
2021M08,"Ársbreyting, %",7.9
2021M09,Vísitölugildi,799.5
2021M09,"Mánaðarbreyting, %",0.7
2021M09,"Ársbreyting, %",7.7
2021M10,Vísitölugildi,803.8
2021M10,"Mánaðarbreyting, %",0.5
2021M10,"Ársbreyting, %",7.6
2021M11,Vísitölugildi,805.9
2021M11,"Mánaðarbreyting, %",0.3
2021M11,"Ársbreyting, %",7.5
2021M12,Vísitölugildi,806
2021M12,"Mánaðarbreyting, %",0
2021M12,"Ársbreyting, %",7.3
2022M01,Vísitölugildi,835.4
2022M01,"Mánaðarbreyting, %",3.7
2022M01,"Ársbreyting, %",7.3
2022M02,Vísitölugildi,838
2022M02,"Mánaðarbreyting, %",0.3
2022M02,"Ársbreyting, %",7.3
2022M03,Vísitölugildi,839.7
2022M03,"Mánaðarbreyting, %",0.2
2022M03,"Ársbreyting, %",7.1
2022M04,Vísitölugildi,853
2022M04,"Mánaðarbreyting, %",1.6
2022M04,"Ársbreyting, %",8.5
2022M05,Vísitölugildi,856.8
2022M05,"Mánaðarbreyting, %",0.4
2022M05,"Ársbreyting, %",8.6
2022M06,Vísitölugildi,856.7
2022M06,"Mánaðarbreyting, %",0
2022M06,"Ársbreyting, %",8.1
2022M07,Vísitölugildi,855.8
2022M07,"Mánaðarbreyting, %",-0.1
2022M07,"Ársbreyting, %",8.1
2022M08,Vísitölugildi,857.5
2022M08,"Mánaðarbreyting, %",0.2
2022M08,"Ársbreyting, %",8
2022M09,Vísitölugildi,864.5
2022M09,"Mánaðarbreyting, %",0.8
2022M09,"Ársbreyting, %",8.1
2022M10,Vísitölugildi,867.4
2022M10,"Mánaðarbreyting, %",0.3
2022M10,"Ársbreyting, %",7.9
2022M11,Vísitölugildi,870.5
2022M11,"Mánaðarbreyting, %",0.4
2022M11,"Ársbreyting, %",8
2022M12,Vísitölugildi,905.6
2022M12,"Mánaðarbreyting, %",4
2022M12,"Ársbreyting, %",12.4
2023M01,Vísitölugildi,907
2023M01,"Mánaðarbreyting, %",0.2
2023M01,"Ársbreyting, %",8.6
2023M02,Vísitölugildi,910.8
2023M02,"Mánaðarbreyting, %",0.4
2023M02,"Ársbreyting, %",8.7
2023M03,Vísitölugildi,919.3
2023M03,"Mánaðarbreyting, %",0.9
2023M03,"Ársbreyting, %",9.5
2023M04,Vísitölugildi,933.9
2023M04,"Mánaðarbreyting, %",1.6
2023M04,"Ársbreyting, %",9.5
2023M05,Vísitölugildi,939.1
2023M05,"Mánaðarbreyting, %",0.6
2023M05,"Ársbreyting, %",9.6
2023M06,Vísitölugildi,949.7
2023M06,"Mánaðarbreyting, %",1.1
2023M06,"Ársbreyting, %",10.9
2023M07,Vísitölugildi,947.2
2023M07,"Mánaðarbreyting, %",-0.3
2023M07,"Ársbreyting, %",10.7
2023M08,Vísitölugildi,950
2023M08,"Mánaðarbreyting, %",0.3
2023M08,"Ársbreyting, %",10.8
2023M09,Vísitölugildi,958.5
2023M09,"Mánaðarbreyting, %",0.9
2023M09,"Ársbreyting, %",10.9
2023M10,Vísitölugildi,962.1
2023M10,"Mánaðarbreyting, %",0.4
2023M10,"Ársbreyting, %",10.9
2023M11,Vísitölugildi,964.5
2023M11,"Mánaðarbreyting, %",0.3
2023M11,"Ársbreyting, %",10.8
2023M12,Vísitölugildi,966.3
2023M12,"Mánaðarbreyting, %",0.2
2023M12,"Ársbreyting, %",6.7
2024M01,Vísitölugildi,970.8
2024M01,"Mánaðarbreyting, %",0.5
2024M01,"Ársbreyting, %",7
2024M02,Vísitölugildi,972.4
2024M02,"Mánaðarbreyting, %",0.2
2024M02,"Ársbreyting, %",6.8
2024M03,Vísitölugildi,995.6
2024M03,"Mánaðarbreyting, %",2.4
2024M03,"Ársbreyting, %",8.3
2024M04,Vísitölugildi,1000.2
2024M04,"Mánaðarbreyting, %",0.5
2024M04,"Ársbreyting, %",7.1
2024M05,Vísitölugildi,1002
2024M05,"Mánaðarbreyting, %",0.2
2024M05,"Ársbreyting, %",6.7
2024M06,Vísitölugildi,1006.7
2024M06,"Mánaðarbreyting, %",0.5
2024M06,"Ársbreyting, %",6
2024M07,Vísitölugildi,1009.2
2024M07,"Mánaðarbreyting, %",0.2
2024M07,"Ársbreyting, %",6.5
2024M08,Vísitölugildi,1010
2024M08,"Mánaðarbreyting, %",0.1
2024M08,"Ársbreyting, %",6.3
2024M09,Vísitölugildi,1017.1
2024M09,"Mánaðarbreyting, %",0.7
2024M09,"Ársbreyting, %",6.1
2024M10,Vísitölugildi,1020
2024M10,"Mánaðarbreyting, %",0.3
2024M10,"Ársbreyting, %",6
2024M11,Vísitölugildi,1023.2
2024M11,"Mánaðarbreyting, %",0.3
2024M11,"Ársbreyting, %",6.1
2024M12,Vísitölugildi,1027.8
2024M12,"Mánaðarbreyting, %",0.4
2024M12,"Ársbreyting, %",6.4
2025M01,Vísitölugildi,1059.4
2025M01,"Mánaðarbreyting, %",3.1
2025M01,"Ársbreyting, %",9.1
2025M02,Vísitölugildi,1059.9
2025M02,"Mánaðarbreyting, %",0
2025M02,"Ársbreyting, %",9
2025M03,Vísitölugildi,1063.9
2025M03,"Mánaðarbreyting, %",0.4
2025M03,"Ársbreyting, %",6.9
2025M04,Vísitölugildi,1082.6
2025M04,"Mánaðarbreyting, %",1.8
2025M04,"Ársbreyting, %",8.2
2025M05,Vísitölugildi,1084.6
2025M05,"Mánaðarbreyting, %",0.2
2025M05,"Ársbreyting, %",8.3
2025M06,Vísitölugildi,1088.8
2025M06,"Mánaðarbreyting, %",0.4
2025M06,"Ársbreyting, %",8.2
2025M07,Vísitölugildi,1086.3
2025M07,"Mánaðarbreyting, %",-0.2
2025M07,"Ársbreyting, %",7.6
2025M08,Vísitölugildi,1087.7
2025M08,"Mánaðarbreyting, %",0.1
2025M08,"Ársbreyting, %",7.7
2025M09,Vísitölugildi,1096.4
2025M09,"Mánaðarbreyting, %",0.8
2025M09,"Ársbreyting, %",7.8
2025M10,Vísitölugildi,1098.1
2025M10,"Mánaðarbreyting, %",0.2
2025M10,"Ársbreyting, %",7.7
2025M11,Vísitölugildi,1100
2025M11,"Mánaðarbreyting, %",0.2
2025M11,"Ársbreyting, %",7.5
2025M12,Vísitölugildi,1100.1
2025M12,"Mánaðarbreyting, %",0
2025M12,"Ársbreyting, %",7
2026M01,Vísitölugildi,1137.3
2026M01,"Mánaðarbreyting, %",3.4
2026M01,"Ársbreyting, %",7.4
2026M02,Vísitölugildi,1136.5
2026M02,"Mánaðarbreyting, %",-0.1
2026M02,"Ársbreyting, %",7.2
2026M03,Vísitölugildi,1135.9
2026M03,"Mánaðarbreyting, %",-0.1
2026M03,"Ársbreyting, %",6.8
2026M04,Vísitölugildi,1152.3
2026M04,"Mánaðarbreyting, %",1.5
2026M04,"Ársbreyting, %",6.4
2026M05,Vísitölugildi,1149.1
2026M05,"Mánaðarbreyting, %",-0.3
2026M05,"Ársbreyting, %",5.9
2026M06,Vísitölugildi,1151.4
2026M06,"Mánaðarbreyting, %",0.2
2026M06,"Ársbreyting, %",5.8
2026M07,Vísitölugildi,1148.5
2026M07,"Mánaðarbreyting, %",-0.3
2026M07,"Ársbreyting, %",5.7
