Mánuður,Vísitala,Launþegahópur,Eining,gildi
2018M01,Launavísitala,Alls,"Mánaðarbreyting, %",0.4
2018M01,Launavísitala,Alls,"Ársbreyting, %",7.3
2018M01,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,95
2018M01,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.6
2018M01,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",8.1
2018M01,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,93.9
2018M01,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",-0.3
2018M01,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",5.6
2018M01,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,93.7
2018M01,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",-0.4
2018M01,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",5.3
2018M01,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,94.2
2018M01,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",-0.2
2018M01,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5.7
2018M01,Vísitala grunnlauna,Alls,Vísitölugildi,94.9
2018M01,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.4
2018M01,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.1
2018M01,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,95
2018M01,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.5
2018M01,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.6
2018M01,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,94.5
2018M01,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0
2018M01,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",5.4
2018M01,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,94.2
2018M01,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0
2018M01,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",5.3
2018M01,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,94.8
2018M01,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2018M01,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5.6
2018M02,Launavísitala,Alls,Vísitölugildi,95.1
2018M02,Launavísitala,Alls,"Mánaðarbreyting, %",0.4
2018M02,Launavísitala,Alls,"Ársbreyting, %",7.2
2018M02,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,95.4
2018M02,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2018M02,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.7
2018M02,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,94.7
2018M02,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.8
2018M02,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",5.9
2018M02,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,94.9
2018M02,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",1.2
2018M02,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6
2018M02,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,94.4
2018M02,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.2
2018M02,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5.5
2018M02,Vísitala grunnlauna,Alls,Vísitölugildi,95.3
2018M02,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.4
2018M02,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.2
2018M02,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,95.4
2018M02,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2018M02,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.6
2018M02,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,95
2018M02,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.6
2018M02,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",5.7
2018M02,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,95.1
2018M02,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",1
2018M02,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6
2018M02,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,94.9
2018M02,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2018M02,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5.4
2018M03,Launavísitala,Alls,Vísitölugildi,95.4
2018M03,Launavísitala,Alls,"Mánaðarbreyting, %",0.3
2018M03,Launavísitala,Alls,"Ársbreyting, %",7.1
2018M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,95.6
2018M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2018M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.6
2018M03,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,95.1
2018M03,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.5
2018M03,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",5.7
2018M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,95.4
2018M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.5
2018M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.5
2018M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,94.8
2018M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.5
2018M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.7
2018M03,Vísitala grunnlauna,Alls,Vísitölugildi,95.6
2018M03,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2018M03,Vísitala grunnlauna,Alls,"Ársbreyting, %",7
2018M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,95.6
2018M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2018M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.5
2018M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,95.5
2018M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.5
2018M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",5.6
2018M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,95.5
2018M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.4
2018M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.3
2018M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,95.5
2018M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.6
2018M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.7
2018M04,Launavísitala,Alls,Vísitölugildi,95.7
2018M04,Launavísitala,Alls,"Mánaðarbreyting, %",0.3
2018M04,Launavísitala,Alls,"Ársbreyting, %",7.3
2018M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,95.8
2018M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2018M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.8
2018M04,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,95.3
2018M04,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2018M04,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",5.7
2018M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,95.6
2018M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2018M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.5
2018M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,94.9
2018M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2018M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.8
2018M04,Vísitala grunnlauna,Alls,Vísitölugildi,95.7
2018M04,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.2
2018M04,Vísitala grunnlauna,Alls,"Ársbreyting, %",7
2018M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,95.8
2018M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2018M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.4
2018M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,95.7
2018M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2018M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",5.6
2018M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,95.7
2018M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2018M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.3
2018M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,95.6
2018M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2018M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.8
2018M05,Launavísitala,Alls,Vísitölugildi,97.9
2018M05,Launavísitala,Alls,"Mánaðarbreyting, %",2.3
2018M05,Launavísitala,Alls,"Ársbreyting, %",6.3
2018M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,98.8
2018M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",3.1
2018M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.5
2018M05,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,95.6
2018M05,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.3
2018M05,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",6
2018M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,96
2018M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.4
2018M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.8
2018M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,95.1
2018M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.2
2018M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5
2018M05,Vísitala grunnlauna,Alls,Vísitölugildi,98
2018M05,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",2.3
2018M05,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.1
2018M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,98.7
2018M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",3
2018M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.2
2018M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,95.9
2018M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.3
2018M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",5.8
2018M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,96.1
2018M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.4
2018M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.6
2018M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,95.7
2018M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2018M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.9
2018M06,Launavísitala,Alls,Vísitölugildi,98.5
2018M06,Launavísitala,Alls,"Mánaðarbreyting, %",0.7
2018M06,Launavísitala,Alls,"Ársbreyting, %",5.9
2018M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,98.9
2018M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2018M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.1
2018M06,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,97.9
2018M06,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",2.4
2018M06,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",5.5
2018M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,98.2
2018M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",2.3
2018M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.5
2018M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,97.5
2018M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",2.5
2018M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.2
2018M06,Vísitala grunnlauna,Alls,Vísitölugildi,98.8
2018M06,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.8
2018M06,Vísitala grunnlauna,Alls,"Ársbreyting, %",5.8
2018M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,98.9
2018M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2018M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.9
2018M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,98.3
2018M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",2.5
2018M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",5.4
2018M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,98.5
2018M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",2.5
2018M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.4
2018M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,98.1
2018M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",2.5
2018M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.1
2018M07,Launavísitala,Alls,Vísitölugildi,98.9
2018M07,Launavísitala,Alls,"Mánaðarbreyting, %",0.4
2018M07,Launavísitala,Alls,"Ársbreyting, %",6.3
2018M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,99.1
2018M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2018M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.3
2018M07,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,98.4
2018M07,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.5
2018M07,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",5.5
2018M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,98.5
2018M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.4
2018M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.2
2018M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,98.2
2018M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.7
2018M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.8
2018M07,Vísitala grunnlauna,Alls,Vísitölugildi,99
2018M07,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2018M07,Vísitala grunnlauna,Alls,"Ársbreyting, %",5.8
2018M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,99.1
2018M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2018M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.9
2018M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,98.8
2018M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.5
2018M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",5.6
2018M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,98.8
2018M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.3
2018M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.3
2018M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,98.9
2018M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.8
2018M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.8
2018M08,Launavísitala,Alls,Vísitölugildi,98.8
2018M08,Launavísitala,Alls,"Mánaðarbreyting, %",-0.1
2018M08,Launavísitala,Alls,"Ársbreyting, %",6
2018M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,98.9
2018M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",-0.2
2018M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.1
2018M08,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,98.6
2018M08,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2018M08,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",5.7
2018M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,98.9
2018M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.3
2018M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.3
2018M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,98.3
2018M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2018M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5
2018M08,Vísitala grunnlauna,Alls,Vísitölugildi,99.2
2018M08,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.2
2018M08,Vísitala grunnlauna,Alls,"Ársbreyting, %",5.9
2018M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,99.2
2018M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2018M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.9
2018M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,99.1
2018M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2018M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",5.7
2018M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,99.1
2018M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.3
2018M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.4
2018M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,99
2018M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2018M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.8
2018M09,Launavísitala,Alls,Vísitölugildi,99.4
2018M09,Launavísitala,Alls,"Mánaðarbreyting, %",0.6
2018M09,Launavísitala,Alls,"Ársbreyting, %",5.9
2018M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,99.6
2018M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.7
2018M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.1
2018M09,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,99
2018M09,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.4
2018M09,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",5.7
2018M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,99.2
2018M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.3
2018M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.1
2018M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,98.8
2018M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.5
2018M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5.3
2018M09,Vísitala grunnlauna,Alls,Vísitölugildi,99.5
2018M09,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2018M09,Vísitala grunnlauna,Alls,"Ársbreyting, %",5.8
2018M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,99.5
2018M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2018M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.8
2018M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,99.4
2018M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.3
2018M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",5.8
2018M09,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,99.4
