Mánuður,Vísitala,Liður,gildi
2016M08,Vísitala neysluverðs,Vísitala,436.4
2016M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.34
2016M08,Vísitala neysluverðs,"Ársbreyting, %",0.9
2016M08,Vísitala neysluverðs án húsnæðis,Vísitala,396.5
2016M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.13
2016M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.9
2016M09,Vísitala neysluverðs,Vísitala,438.5
2016M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.48
2016M09,Vísitala neysluverðs,"Ársbreyting, %",1.8
2016M09,Vísitala neysluverðs án húsnæðis,Vísitala,396.1
2016M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.1
2016M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.4
2016M10,Vísitala neysluverðs,Vísitala,438.5
2016M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0
2016M10,Vísitala neysluverðs,"Ársbreyting, %",1.8
2016M10,Vísitala neysluverðs án húsnæðis,Vísitala,395
2016M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.28
2016M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.5
2016M11,Vísitala neysluverðs,Vísitala,438.4
2016M11,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.02
2016M11,Vísitala neysluverðs,"Ársbreyting, %",2.1
2016M11,Vísitala neysluverðs án húsnæðis,Vísitala,393.4
2016M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.41
2016M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.3
2016M12,Vísitala neysluverðs,Vísitala,439
2016M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.14
2016M12,Vísitala neysluverðs,"Ársbreyting, %",1.9
2016M12,Vísitala neysluverðs án húsnæðis,Vísitala,392.7
2016M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.18
2016M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.8
2017M01,Vísitala neysluverðs,Vísitala,436.5
2017M01,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.57
2017M01,Vísitala neysluverðs,"Ársbreyting, %",1.9
2017M01,Vísitala neysluverðs án húsnæðis,Vísitala,388
2017M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-1.2
2017M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.9
2017M02,Vísitala neysluverðs,Vísitala,439.6
2017M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.71
2017M02,Vísitala neysluverðs,"Ársbreyting, %",1.9
2017M02,Vísitala neysluverðs án húsnæðis,Vísitala,390.3
2017M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.59
2017M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-1
2017M03,Vísitala neysluverðs,Vísitala,439.9
2017M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.07
2017M03,Vísitala neysluverðs,"Ársbreyting, %",1.6
2017M03,Vísitala neysluverðs án húsnæðis,Vísitala,389.2
2017M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.28
2017M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-1.7
2017M04,Vísitala neysluverðs,Vísitala,442.1
2017M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.5
2017M04,Vísitala neysluverðs,"Ársbreyting, %",1.9
2017M04,Vísitala neysluverðs án húsnæðis,Vísitala,389.2
2017M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0
2017M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-1.8
2017M05,Vísitala neysluverðs,Vísitala,443
2017M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.2
2017M05,Vísitala neysluverðs,"Ársbreyting, %",1.7
2017M05,Vísitala neysluverðs án húsnæðis,Vísitala,387.6
2017M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.41
2017M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-2.6
2017M06,Vísitala neysluverðs,Vísitala,443
2017M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0
2017M06,Vísitala neysluverðs,"Ársbreyting, %",1.5
2017M06,Vísitala neysluverðs án húsnæðis,Vísitala,386
2017M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.41
2017M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-3.1
2017M07,Vísitala neysluverðs,Vísitala,442.9
2017M07,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.02
2017M07,Vísitala neysluverðs,"Ársbreyting, %",1.8
2017M07,Vísitala neysluverðs án húsnæðis,Vísitala,383.8
2017M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.57
2017M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-3.1
2017M08,Vísitala neysluverðs,Vísitala,444
2017M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.25
2017M08,Vísitala neysluverðs,"Ársbreyting, %",1.7
2017M08,Vísitala neysluverðs án húsnæðis,Vísitala,384.5
2017M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.18
2017M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-3
2017M09,Vísitala neysluverðs,Vísitala,444.6
2017M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.14
2017M09,Vísitala neysluverðs,"Ársbreyting, %",1.4
2017M09,Vísitala neysluverðs án húsnæðis,Vísitala,383.7
2017M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.21
2017M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-3.1
2017M10,Vísitala neysluverðs,Vísitala,446.7
2017M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.47
2017M10,Vísitala neysluverðs,"Ársbreyting, %",1.9
2017M10,Vísitala neysluverðs án húsnæðis,Vísitala,386.1
2017M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.63
2017M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-2.3
2017M11,Vísitala neysluverðs,Vísitala,446
2017M11,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.16
2017M11,Vísitala neysluverðs,"Ársbreyting, %",1.7
2017M11,Vísitala neysluverðs án húsnæðis,Vísitala,384.2
2017M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.49
2017M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-2.3
2017M12,Vísitala neysluverðs,Vísitala,447.2
2017M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.27
2017M12,Vísitala neysluverðs,"Ársbreyting, %",1.9
2017M12,Vísitala neysluverðs án húsnæðis,Vísitala,386.6
2017M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.62
2017M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-1.6
2018M01,Vísitala neysluverðs,Vísitala,446.8
2018M01,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.09
2018M01,Vísitala neysluverðs,"Ársbreyting, %",2.4
2018M01,Vísitala neysluverðs án húsnæðis,Vísitala,384.4
2018M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.57
2018M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.9
2018M02,Vísitala neysluverðs,Vísitala,449.5
2018M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.6
2018M02,Vísitala neysluverðs,"Ársbreyting, %",2.3
2018M02,Vísitala neysluverðs án húsnæðis,Vísitala,386.7
2018M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.6
2018M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.9
2018M03,Vísitala neysluverðs,Vísitala,452
2018M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.56
2018M03,Vísitala neysluverðs,"Ársbreyting, %",2.8
2018M03,Vísitala neysluverðs án húsnæðis,Vísitala,388.1
2018M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.36
2018M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.3
2018M04,Vísitala neysluverðs,Vísitala,452.2
2018M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.04
2018M04,Vísitala neysluverðs,"Ársbreyting, %",2.3
2018M04,Vísitala neysluverðs án húsnæðis,Vísitala,388.4
2018M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.08
2018M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.2
2018M05,Vísitala neysluverðs,Vísitala,451.8
2018M05,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.09
2018M05,Vísitala neysluverðs,"Ársbreyting, %",2
2018M05,Vísitala neysluverðs án húsnæðis,Vísitala,388.3
2018M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.03
2018M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.2
2018M06,Vísitala neysluverðs,Vísitala,454.6
2018M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.62
2018M06,Vísitala neysluverðs,"Ársbreyting, %",2.6
2018M06,Vísitala neysluverðs án húsnæðis,Vísitala,390.1
2018M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.46
2018M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.1
2018M07,Vísitala neysluverðs,Vísitala,454.8
2018M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.04
2018M07,Vísitala neysluverðs,"Ársbreyting, %",2.7
2018M07,Vísitala neysluverðs án húsnæðis,Vísitala,389.1
2018M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.26
2018M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.4
2018M08,Vísitala neysluverðs,Vísitala,455.7
2018M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.2
2018M08,Vísitala neysluverðs,"Ársbreyting, %",2.6
2018M08,Vísitala neysluverðs án húsnæðis,Vísitala,389.5
2018M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.1
2018M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.3
2018M09,Vísitala neysluverðs,Vísitala,456.8
2018M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.24
2018M09,Vísitala neysluverðs,"Ársbreyting, %",2.7
2018M09,Vísitala neysluverðs án húsnæðis,Vísitala,390.5
2018M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.26
2018M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.8
2018M10,Vísitala neysluverðs,Vísitala,459.4
2018M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.57
2018M10,Vísitala neysluverðs,"Ársbreyting, %",2.8
2018M10,Vísitala neysluverðs án húsnæðis,Vísitala,392.8
2018M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.59
2018M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.7
2018M11,Vísitala neysluverðs,Vísitala,460.5
2018M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.24
2018M11,Vísitala neysluverðs,"Ársbreyting, %",3.3
2018M11,Vísitala neysluverðs án húsnæðis,Vísitala,393.5
2018M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.18
2018M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.4
2018M12,Vísitala neysluverðs,Vísitala,463.9
2018M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.74
2018M12,Vísitala neysluverðs,"Ársbreyting, %",3.7
2018M12,Vísitala neysluverðs án húsnæðis,Vísitala,397.2
2018M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.94
2018M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.7
2019M01,Vísitala neysluverðs,Vísitala,462
2019M01,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.41
2019M01,Vísitala neysluverðs,"Ársbreyting, %",3.4
2019M01,Vísitala neysluverðs án húsnæðis,Vísitala,394.3
2019M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.73
2019M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.6
2019M02,Vísitala neysluverðs,Vísitala,462.9
2019M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.19
2019M02,Vísitala neysluverðs,"Ársbreyting, %",3
2019M02,Vísitala neysluverðs án húsnæðis,Vísitala,394.9
2019M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.15
2019M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.1
2019M03,Vísitala neysluverðs,Vísitala,465.3
2019M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.52
2019M03,Vísitala neysluverðs,"Ársbreyting, %",2.9
2019M03,Vísitala neysluverðs án húsnæðis,Vísitala,397.5
2019M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.66
2019M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.4
2019M04,Vísitala neysluverðs,Vísitala,467
2019M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.37
2019M04,Vísitala neysluverðs,"Ársbreyting, %",3.3
2019M04,Vísitala neysluverðs án húsnæðis,Vísitala,399.4
2019M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.48
2019M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.8
2019M05,Vísitala neysluverðs,Vísitala,468
2019M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.21
2019M05,Vísitala neysluverðs,"Ársbreyting, %",3.6
2019M05,Vísitala neysluverðs án húsnæðis,Vísitala,400.2
2019M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.2
2019M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.1
2019M06,Vísitala neysluverðs,Vísitala,469.8
2019M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.38
2019M06,Vísitala neysluverðs,"Ársbreyting, %",3.3
2019M06,Vísitala neysluverðs án húsnæðis,Vísitala,401.7
2019M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.37
2019M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3
2019M07,Vísitala neysluverðs,Vísitala,468.8
2019M07,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.21
2019M07,Vísitala neysluverðs,"Ársbreyting, %",3.1
2019M07,Vísitala neysluverðs án húsnæðis,Vísitala,400
2019M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.42
2019M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.8
2019M08,Vísitala neysluverðs,Vísitala,470.1
2019M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.28
2019M08,Vísitala neysluverðs,"Ársbreyting, %",3.2
2019M08,Vísitala neysluverðs án húsnæðis,Vísitala,401.6
2019M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.4
2019M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.1
2019M09,Vísitala neysluverðs,Vísitala,470.5
2019M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.09
2019M09,Vísitala neysluverðs,"Ársbreyting, %",3
2019M09,Vísitala neysluverðs án húsnæðis,Vísitala,402
2019M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.1
2019M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.9
2019M10,Vísitala neysluverðs,Vísitala,472.2
2019M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.36
2019M10,Vísitala neysluverðs,"Ársbreyting, %",2.8
2019M10,Vísitala neysluverðs án húsnæðis,Vísitala,402.9
2019M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.22
2019M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.6
2019M11,Vísitala neysluverðs,Vísitala,472.8
2019M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.13
2019M11,Vísitala neysluverðs,"Ársbreyting, %",2.7
2019M11,Vísitala neysluverðs án húsnæðis,Vísitala,402.9
2019M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0
2019M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.4
2019M12,Vísitala neysluverðs,Vísitala,473.3
2019M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.11
2019M12,Vísitala neysluverðs,"Ársbreyting, %",2
2019M12,Vísitala neysluverðs án húsnæðis,Vísitala,404
2019M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.27
2019M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.7
2020M01,Vísitala neysluverðs,Vísitala,469.8
2020M01,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.74
2020M01,Vísitala neysluverðs,"Ársbreyting, %",1.7
2020M01,Vísitala neysluverðs án húsnæðis,Vísitala,400.5
2020M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.87
2020M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.6
2020M02,Vísitala neysluverðs,Vísitala,474.1
2020M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.92
2020M02,Vísitala neysluverðs,"Ársbreyting, %",2.4
2020M02,Vísitala neysluverðs án húsnæðis,Vísitala,404.3
2020M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.95
2020M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.4
2020M03,Vísitala neysluverðs,Vísitala,475.2
2020M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.23
2020M03,Vísitala neysluverðs,"Ársbreyting, %",2.1
2020M03,Vísitala neysluverðs án húsnæðis,Vísitala,404.7
2020M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.1
2020M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.8
2020M04,Vísitala neysluverðs,Vísitala,477.5
2020M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.48
2020M04,Vísitala neysluverðs,"Ársbreyting, %",2.2
2020M04,Vísitala neysluverðs án húsnæðis,Vísitala,407
2020M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.57
2020M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.9
2020M05,Vísitala neysluverðs,Vísitala,480.1
2020M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.54
2020M05,Vísitala neysluverðs,"Ársbreyting, %",2.6
2020M05,Vísitala neysluverðs án húsnæðis,Vísitala,410.6
2020M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.88
2020M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.6
2020M06,Vísitala neysluverðs,Vísitala,482.2
2020M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.44
2020M06,Vísitala neysluverðs,"Ársbreyting, %",2.6
2020M06,Vísitala neysluverðs án húsnæðis,Vísitala,412.7
2020M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.51
2020M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.7
2020M07,Vísitala neysluverðs,Vísitala,482.9
2020M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.15
2020M07,Vísitala neysluverðs,"Ársbreyting, %",3
2020M07,Vísitala neysluverðs án húsnæðis,Vísitala,413.4
2020M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.17
2020M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.3
2020M08,Vísitala neysluverðs,Vísitala,485.1
2020M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.46
2020M08,Vísitala neysluverðs,"Ársbreyting, %",3.2
2020M08,Vísitala neysluverðs án húsnæðis,Vísitala,415.3
2020M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.46
2020M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.4
2020M09,Vísitala neysluverðs,Vísitala,487
2020M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.39
2020M09,Vísitala neysluverðs,"Ársbreyting, %",3.5
2020M09,Vísitala neysluverðs án húsnæðis,Vísitala,417.5
2020M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.53
2020M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.9
2020M10,Vísitala neysluverðs,Vísitala,489.1
2020M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.43
2020M10,Vísitala neysluverðs,"Ársbreyting, %",3.6
2020M10,Vísitala neysluverðs án húsnæðis,Vísitala,419.3
2020M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.43
2020M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.1
2020M11,Vísitala neysluverðs,Vísitala,489.3
2020M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.04
2020M11,Vísitala neysluverðs,"Ársbreyting, %",3.5
2020M11,Vísitala neysluverðs án húsnæðis,Vísitala,419.7
2020M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.1
2020M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.2
2020M12,Vísitala neysluverðs,Vísitala,490.3
2020M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.2
2020M12,Vísitala neysluverðs,"Ársbreyting, %",3.6
2020M12,Vísitala neysluverðs án húsnæðis,Vísitala,420.3
2020M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.14
2020M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4
2021M01,Vísitala neysluverðs,Vísitala,490
2021M01,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.06
2021M01,Vísitala neysluverðs,"Ársbreyting, %",4.3
2021M01,Vísitala neysluverðs án húsnæðis,Vísitala,419.3
2021M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.24
2021M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.7
2021M02,Vísitala neysluverðs,Vísitala,493.4
2021M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.69
2021M02,Vísitala neysluverðs,"Ársbreyting, %",4.1
2021M02,Vísitala neysluverðs án húsnæðis,Vísitala,422.5
2021M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.76
2021M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.5
2021M03,Vísitala neysluverðs,Vísitala,495.8
2021M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.49
2021M03,Vísitala neysluverðs,"Ársbreyting, %",4.3
2021M03,Vísitala neysluverðs án húsnæðis,Vísitala,424.3
2021M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.43
2021M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.8
2021M04,Vísitala neysluverðs,Vísitala,499.3
2021M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.71
2021M04,Vísitala neysluverðs,"Ársbreyting, %",4.6
2021M04,Vísitala neysluverðs án húsnæðis,Vísitala,425.9
2021M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.38
2021M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.6
2021M05,Vísitala neysluverðs,Vísitala,501.4
2021M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.42
2021M05,Vísitala neysluverðs,"Ársbreyting, %",4.4
2021M05,Vísitala neysluverðs án húsnæðis,Vísitala,426.9
2021M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.23
2021M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4
2021M06,Vísitala neysluverðs,Vísitala,502.7
2021M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.26
2021M06,Vísitala neysluverðs,"Ársbreyting, %",4.3
2021M06,Vísitala neysluverðs án húsnæðis,Vísitala,427.5
2021M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.14
2021M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.6
2021M07,Vísitala neysluverðs,Vísitala,503.5
2021M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.16
2021M07,Vísitala neysluverðs,"Ársbreyting, %",4.3
2021M07,Vísitala neysluverðs án húsnæðis,Vísitala,427.3
2021M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.05
2021M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.4
2021M08,Vísitala neysluverðs,Vísitala,505.8
2021M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.46
2021M08,Vísitala neysluverðs,"Ársbreyting, %",4.3
2021M08,Vísitala neysluverðs án húsnæðis,Vísitala,429
2021M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.4
2021M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.3
2021M09,Vísitala neysluverðs,Vísitala,508.2
2021M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.47
2021M09,Vísitala neysluverðs,"Ársbreyting, %",4.4
2021M09,Vísitala neysluverðs án húsnæðis,Vísitala,429.8
2021M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.19
2021M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.9
2021M10,Vísitala neysluverðs,Vísitala,511.2
2021M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.59
2021M10,Vísitala neysluverðs,"Ársbreyting, %",4.5
2021M10,Vísitala neysluverðs án húsnæðis,Vísitala,431.8
2021M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.47
2021M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3
2021M11,Vísitala neysluverðs,Vísitala,513
2021M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.35
2021M11,Vísitala neysluverðs,"Ársbreyting, %",4.8
2021M11,Vísitala neysluverðs án húsnæðis,Vísitala,432.5
2021M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.16
2021M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3
2021M12,Vísitala neysluverðs,Vísitala,515.3
2021M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.45
2021M12,Vísitala neysluverðs,"Ársbreyting, %",5.1
2021M12,Vísitala neysluverðs án húsnæðis,Vísitala,434.1
2021M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.37
2021M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.3
2022M01,Vísitala neysluverðs,Vísitala,517.9
2022M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.5
2022M01,Vísitala neysluverðs,"Ársbreyting, %",5.7
2022M01,Vísitala neysluverðs án húsnæðis,Vísitala,434.8
2022M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.16
2022M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.7
2022M02,Vísitala neysluverðs,Vísitala,523.9
2022M02,Vísitala neysluverðs,"Mánaðarbreyting, %",1.16
2022M02,Vísitala neysluverðs,"Ársbreyting, %",6.2
2022M02,Vísitala neysluverðs án húsnæðis,Vísitala,440.3
2022M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.26
