samningur_id,contract_id,felag_id,felag,atvinnurekandi,markadur,heildarsamtok,samningur_fra,samningur_til,gildir_fra,tegund,prosenta,kronur,a_vid,artal_stada,heimild,skjal,tilvitnun
1155,kt_4811780299_5502930179,62,Félag lífeindafræðinga,"Ríkissjóður, SNR",opinber,BHM,2019-04-01,2023-03-01,2021-01-01,krónutala,,15750,launatafla,úr texta,rikissattasemjari,samningur_701.txt,reytingum og fyrirvörum sem í samkomulagi þessu felst og fellur þá úr gildi án frekari fyrirvara. 2. gr. Launahækkanir 1. apríl 2019: Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 18.000 kr. 1. janúar 2021: Laun hækka um 15.750 kr. 1. janúar 2022: Laun hækka um 17.250 kr. Sjá meðfylgjandi launatöflur í fylgiskjali 3. 3. gr. Önnur laun er starfinu fy
1360,kt_4201130480_5502696649,50,Félag sjúkraþjálfara,Reykjavíkurborg,opinber,BHM,2019-04-01,2023-03-01,2021-01-01,krónutala,,24000,launatafla,úr texta,rikissattasemjari,samningur_996.txt,"arandi breytingum á samningstímanum: 1. apríl 2019 hækka laun um kr. 17.000, launatafla 1. 1. apríl 2020 hækka laun um kr. 24.000 samhliða breyttri tengingu starfsmats við launatöflu, launatafla 2 1. Janúar 2021 hækka laun um kr. 24.000, launatafla 3. 1. Janúar 2022 hækka laun um kr. 25.000, launatafla 4. Þegar unninn er 40 stunda vinnuvika að jafnaði, reiknast brot úr"
1360,kt_4201130480_5502696649,50,Félag sjúkraþjálfara,Reykjavíkurborg,opinber,BHM,2019-04-01,2023-03-01,2021-01-01,prósenta,2.5,,óskilgreint,úr texta,rikissattasemjari,samningur_996.txt,"na og stjórnenda. Af því leiðir að önnur laun kunna að vera breytileg frá einum tíma til annars þar sem forsendur að baki þeirra geta tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 2,5% þann 1. janúar 2021 og þann 1. janúar 2022. Reykjavíkurborg setur nánari reglur um beitingu heimildarákvæðisins og k"
932,kt_4404721099_4609692329,,Félag skipstjórnarmanna,"Ríkissjóður, SNR",opinber,Sérfélög,2019-04-01,2023-03-01,2021-01-01,krónutala,,15750,launatafla,úr texta,rikissattasemjari,samningur_382.txt,felst og fellur þá úr gildi án frekari fyrirvara. 2.gr. Launahækkanir Laun samkvæmt grein 1.1.1 hækki sem hér segir: 1. apríl 2019: Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 18.000 kr. 1.janúar 2021: Laun hækka um 15.750 kr. 1.janúar 2022: Laun hækka um 17.250 kr. Sjá meðfylgjandi launatöflur í fylgiskjali 1. 3. gr. Önnur laun er starfinu fy
955,kt_6203740169_5502930179,63,Félag starfsmanna stjórnarráðsins,"Ríkissjóður, SNR",opinber,BSRB,2019-04-01,2023-03-01,2021-01-01,krónutala,,24000,launatafla,úr texta,rikissattasemjari,samningur_410.txt,kanir Laun samkvæmt grein 1.1.1 hækki sem hér segir: 1. apríl 2019 Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 24.000 kr. fyrir launaflokka 1-15 og um 18.000 kr. fyrir hærri launaflokka. 1. janúar 2021: Laun hækka um 24.000 kr. fyrir launaflokka 1-15 og um 15.750 kr. fyrir hærri launaflokka. 1. janúar 2022: Laun hækka um 25.000 kr. og fyrir launaflokka 1-15 og um 17.250 kr. fyrir hærri l
2020,kt_5301693839_5205691349,18,Félag íslenskra atvinnuflugmanna,Landhelgisgæsla Íslands,opinber,Sérfélög,2023-04-28,2024-05-31,2021-01-01,prósenta,3.0,,launatafla,grunsamlegt,rikissattasemjari,samningur_48.txt,11-3 c breytist og verður svohljóðandi: Launatafla hækkar sem hér segir: Borgartúni 21 * 105 Reykjavík e sími 511 4411 * rikissattasemjariÆrikissattasemjari.is RÍKISSÁTTASEMJARI 1. apríl 2020: 3% 1. janúar 2021: 3% 1. janúar 2022: 3% 1. apríl 2023: Sama hækkun og í algengasta launaflokki í launatöflu Stéttarfélags verkfræðinga sem s
1357,kt_5701942409_5502696649,10,Félag íslenskra hjúkrunarfræðinga,Reykjavíkurborg,opinber,Sérfélög,2019-04-01,2023-03-01,2021-01-01,krónutala,,24000,launatafla,úr texta,rikissattasemjari,samningur_993.txt,"arandi breytingum á samningstímanum: 1. apríl 2019 hækka laun um kr. 17.000, launatafla 1. 1. apríl 2020 hækka laun um kr. 24.000 samhliða breyttri tengingu starfsmats við launatöflu, launatafla 2 1. Janúar 2021 hækka laun um kr. 24.000, launatafla 3. 1. Janúar 2022 hækka laun um kr. 25.000, launatafla 4. Þegar unninn er 8 stunda vinnudagur reglubundið, reiknast brot ú"
925,kt_5701942409_5502930179,10,Félag íslenskra hjúkrunarfræðinga,"Ríkissjóður, SNR",opinber,Sérfélög,2019-04-01,2023-04-01,2021-01-01,krónutala,,15750,launatafla,úr texta,rikissattasemjari,samningur_369.txt,felst og fellur þá úr gildi án frekari fyrirvara. 2. gr. Launahækkanir Laun samkvæmt grein 1.1.1 hækki sem hér segir: 1. apríl 2019: Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 18.000 kr. 1. janúar 2021: Laun hækka um 15.750 kr. 1. janúar 2022: Laun hækka um 17.250 kr. Sjá meðfylgjandi launatöflur í fylgiskjali 3. 3. gr. Önnur laun er starfinu f
832,felagislenskrahjuk_kt4412071150_60485a,10,Félag íslenskra hjúkrunarfræðinga,Samtök fyrirtækja í velferðarþjónustu,almennur,Sérfélög,2019-04-01,2023-03-01,2021-01-01,krónutala,,15750,launatafla,úr texta,rikissattasemjari,samningur_246.txt,u felst og fellur þá úr gildi án frekari fyrirvara. 2. gr. Launahækkanir Laun samkvæmt grein 1.1.1 hækki sem hér segir: 1. apríl 2019: Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 18.000 kr. 1. janúar 2021: Laun hækka um 15.750 kr. 1. janúar 2022: Laun hækka um 17.250 kr. Sjá meðfylgjandi launatöflur í fylgiskjali 3. 3. gr. Önnur laun er starfinu fyl
513,kt_5301694139_5502696649,18,Félag íslenskra náttúrufræðinga,Reykjavíkurborg,opinber,BHM,2019-04-01,2023-03-01,2021-01-01,krónutala,,24000,launatafla,úr texta,rikissattasemjari,samningur_1010.txt,"ylgjandi launatöflum í fylgiskjali Xll sem taka eftirfarandi breytingum á samningstímanum: 1. apríl 2019 hækka laun um kr. 17.000, launatafla 1. 1. apríl 2020 hækka laun um kr. 24.000 „ launatafla 2. 1. Janúar 2021 hækka laun um kr. 24.000, launatafla 3. Kosið verði milli leiðar Á og leiðar B og skal niðurstaða um hvor leiðin verði valin liggja fyrir eigi síðar en 1. nóvember 2021. Einfaldur meiri"
513,kt_5301694139_5502696649,18,Félag íslenskra náttúrufræðinga,Reykjavíkurborg,opinber,BHM,2019-04-01,2023-03-01,2021-01-01,prósenta,2.5,,óskilgreint,úr texta,rikissattasemjari,samningur_1010.txt,"na og stjórnenda. Af því leiðir að önnur laun kunna að vera breytileg frá einum tíma til annars þar sem forsendur að baki þeirra geta tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 2,5% þann 1. janúar 2021 og þann 1. janúar 2022. Reykjavíkurborg setur nánari reglur um beitingu heimildarákvæðisins og k"
1327,felagislenskrasima_ja_hf_7e0605,32,Félag íslenskra símamanna,Já hf,almennur,,2019-04-01,2022-11-01,2021-01-01,krónutala,,15750,almenn laun,úr texta,rikissattasemjari,samningur_940.txt,"2019, 1. apríl 2020 1. janúar 2021 og 1. janúar 2022. Taxtahækkanir á samningstíma eru samtals 90.000 kr. Almennar launahækkanir á samningstímanum: 1. apríl 2019 17.000 kr. 1. apríl 2020 18.000 kr. 1. janúar 2021 15.750 kr 1. janúar 2022 17.250 kr. Kjaratengdir liðir hækka um 2,5% á sömu dagssetningum nema um annað hafi verið samið. 3.gr."
1108,felagislenskrasima_simans_hf_339bb4,32,Félag íslenskra símamanna,Símans hf.,almennur,,2019-04-01,2022-11-01,2021-01-01,krónutala,,15750,almenn laun,úr texta,rikissattasemjari,samningur_634.txt,"19, 1. apríl 2020 1. janúar 2021 og 1. janúar 2022. Taxtahækkanir á á samningstíma eru samtals 90.000 kr. Almennar launahækkanir á samningstímanum: 1. apríl 2019 17.000 kr. 1. apríl 2020 18.000 kr. 1. janúar 2021 15.750 kr 1. janúar 2022 17.250 kr. Kjaratengdir liðir hækka um 2,5% á sömu dagssetningum nema um annað hafi verið samið. 3.gr."
1,kt_4307750229_5502694359,1,Félagsráðgjafafélag Íslands,Samband íslenskra sveitarfélaga,opinber,BHM,2020-01-01,2023-03-01,2021-01-01,prósenta,2.5,,óskilgreint,úr texta,rikissattasemjari,samningur_1433.txt,"ákvörðun um greiðslu annarra launa byggi á málefnalegum sjónarmiðum og feli ekki í sér kynbundna mismunun. SAMBAND ÍSLENSKRA 4 FÍ SVEITARFÉLAGA MI eð GILDISTÍMI: 1. JANÚAR 2020 til 31. MARS 2023. Á samningstímanum hækka önnur laun um 2,5% þann 1. janúar 2021 og þann 1. janúar 2022. Heimildarákvæðinu er ætlað að styðja við þær breytingar sem leiða af betra skipulagi vinnutíma"
1359,kt_4307750229_5502696649,1,Félagsráðgjafafélag Íslands,Reykjavíkurborg,opinber,BHM,2019-04-01,2023-03-01,2021-01-01,krónutala,,24000,launatafla,úr texta,rikissattasemjari,samningur_995.txt,"arandi breytingum á samningstímanum: 1. apríl 2019 hækka laun um kr. 17.000, launatafla 1. 1. apríl 2020 hækka laun um kr. 24.000 samhliða breyttri tengingu starfsmats við launatöflu, launatafla 2 1. Janúar 2021 hækka laun um kr. 24.000, launatafla 3. 1. Janúar 2022 hækka laun um kr. 25.000, launatafla 4. Þegar unninn er 40 stunda vinnuvika að jafnaði, reiknast brot úr"
1359,kt_4307750229_5502696649,1,Félagsráðgjafafélag Íslands,Reykjavíkurborg,opinber,BHM,2019-04-01,2023-03-01,2021-01-01,prósenta,2.5,,óskilgreint,úr texta,rikissattasemjari,samningur_995.txt,"na og stjórnenda. Af því leiðir að önnur laun kunna að vera breytileg frá einum tíma til annars þar sem forsendur að baki þeirra geta tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 2,5% þann 1. janúar 2021 og þann 1. janúar 2022. Reykjavíkurborg setur nánari reglur um beitingu heimildarákvæðisins og k"
971,kt_4210690209_6305943659,55,Grafía - stéttarfélag í prent- og miðlunargreinum,"Samtök atvinnulífsins, SA",almennur,ASÍ,2019-04-01,2022-11-01,2021-01-01,krónutala,,15750,almenn laun,úr texta,rikissattasemjari,samningur_433.txt,"ormi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðar- laun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf: 1. apríl 2019: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dagsetningum, nema um annað hafi verið"
883,kt_4209800199_5502694359,22,Iðjuþjálfafélag Íslands,Samband íslenskra sveitarfélaga,opinber,BHM,2020-01-01,2023-03-01,2021-01-01,prósenta,2.5,,óskilgreint,úr texta,rikissattasemjari,samningur_319.txt,"instakra hópa á milli almenns og opinbers vinnumarkaðar sbr. fylgiskjal 6. Sé heimildarákvæðinu beitt, skal tryggt að málsmeðferð og ákvörðun um greiðslu annarra launa byggi á málefnalegum sjónarmiðum og feli ekki í sér kynbundna mismunun. Á samningstímanum hækka önnur laun um 2,5% þann 1. janúar 2021 og þann 1. janúar 2022. SAMBAND ÍSLENSKRA 4 IÞÍ : SVEITARFÉLAGA GILDISTÍMI: 1. JANÚAR 2020 til 31"
504,kt_4209800199_5502696649,22,Iðjuþjálfafélag Íslands,Reykjavíkurborg,opinber,BHM,2019-04-01,2023-03-01,2021-01-01,krónutala,,24000,launatafla,úr texta,rikissattasemjari,samningur_1002.txt,"irfarandi breytingum á samningstímanum: 1. apríl 2019 hækka laun um kr. 17.000, launatafla 1. 1. apríl 2020 hækka laun um kr. 24.000 samhliða breyttri tengingu starfsmats við launatöflu, launatafla 2 1. janúar 2021 hækka laun um kr. 24.000, launatafla 3. 1. janúar 2022 hækka laun um kr. 25.000, launatafla 4. Þegar unninn er 40 stunda vinnuvika að jafnaði, reiknast brot úr"
504,kt_4209800199_5502696649,22,Iðjuþjálfafélag Íslands,Reykjavíkurborg,opinber,BHM,2019-04-01,2023-03-01,2021-01-01,prósenta,2.5,,óskilgreint,úr texta,rikissattasemjari,samningur_1002.txt,"nna og stjórnenda. Af því leiðir að önnur laun kunna að vera breytileg frá einum tíma til annars þar sem forsendur að baki þeirra geta tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 2,5% þann 1. janúar 2021 og þann 1. janúar 2022. Reykjavíkurborg setur nánari reglur um beitingu heimildarákvæðisins og "
1139,kjarafelagviðskipt_rikisutvarpsins__55c9d3,8,Kjarafélag viðskiptafræðinga og hagfræðinga,Ríkisútvarpið ohf.,,BHM,2020-11-01,2022-11-01,2021-01-01,krónutala,,15750,kauptaxtar,úr texta,rikissattasemjari,samningur_687.txt,formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf 1. nóvember 2020 18.000 kr. (sjá skýringu með bókun) 1. janúar 2021 15.750 kr. 1. janúar 2022 17.250 kr. Hækkun kauptaxta- sjá fylgiskjal Í 1. nóvember 2020 41.000 kr. 1. janúar 2021 24.000 kr. 1.
1139,kjarafelagviðskipt_rikisutvarpsins__55c9d3,8,Kjarafélag viðskiptafræðinga og hagfræðinga,Ríkisútvarpið ohf.,,BHM,2020-11-01,2022-11-01,2021-01-01,krónutala,,24000,kauptaxtar,úr texta,rikissattasemjari,samningur_687.txt,"aðarlauna fyrir fullt starf 1. nóvember 2020 18.000 kr. (sjá skýringu með bókun) 1. janúar 2021 15.750 kr. 1. janúar 2022 17.250 kr. Hækkun kauptaxta- sjá fylgiskjal Í 1. nóvember 2020 41.000 kr. 1. janúar 2021 24.000 kr. 1. janúar 2022 25.000 kr. Kjaratengdir liðir Kjaratengdir liðir kjarasamnings hækka um 2,5% á sömu dagsetningum, nema"
977,felagislenskrasima_siminn_hf_mila_e_d436ca,8,Kjarafélag viðskiptafræðinga og hagfræðinga,Samtök fyrirtækja í velferðarþjónustu,almennur,BHM,2019-04-01,2023-03-01,2021-01-01,krónutala,,15750,launatafla,úr texta,rikissattasemjari,samningur_439.txt,breytingum og fyrirvörum sem Í samkomulagi þessu felst og fellur þá úr gildi án frekari fyrirvara. 2.gr. Launahækkanir 1. apríl 2019: Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 18.000 kr. 1. janúar 2021: Laun hækka um 15.750 kr. 1. janúar 2022: Laun hækka um 17.250 kr. Sjá meðfylgjandi launatöflur í fylgiskjali 2. Síða 1 af 13 NS 3. gr. Önnur
508,kjarafelagviðskipt_kt5502696649_3a3371,8,Kjarafélag viðskiptafræðinga og hagfræðinga,Reykjavíkurborg,opinber,BHM,2019-04-01,2023-03-01,2021-01-01,krónutala,,24000,launatafla,úr texta,rikissattasemjari,samningur_1006.txt,"fylgjandi launatöflum í fylgiskjali VI sem taka eftirfarandi breytingum á samningstímanum: 1. apríl 2019 hækka laun um kr. 17.000, launatafla 1. 1. apríl 2020 hækka laun um kr. 24.000, launatafla 2. 1. Janúar 2021 hækka laun um kr. 24.000, launatafla 3. 1. janúar 2022 hækka laun um kr. 25.000, launatafla 4. 1.1.2 Þegar unninn er 8 stunda vinnudagur reglubundið, reiknast"
508,kjarafelagviðskipt_kt5502696649_3a3371,8,Kjarafélag viðskiptafræðinga og hagfræðinga,Reykjavíkurborg,opinber,BHM,2019-04-01,2023-03-01,2021-01-01,prósenta,2.5,,óskilgreint,úr texta,rikissattasemjari,samningur_1006.txt,"na og stjórnenda. Af því leiðir að önnur laun kunna að vera breytileg frá einum tíma til annars þar sem forsendur að baki þeirra geta tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 2,5% þann 1. janúar 2021 og þann 1. janúar 2022. Reykjavíkurborg setur nánari reglur um beitingu heimildarákvæðisins og k"
1802,kt_5405740149_5502930179,11,Landssamband lögreglumanna,"Ríkissjóður, SNR",opinber,BSRB,2019-04-01,2023-03-31,2021-01-01,krónutala,,18000,launatafla,úr texta,rikissattasemjari,samningur_663.txt,í samkomulagi þessu felst og fellur þá úr gildi án frekari fyrirvara. 2. gr. Launahækkanir Laun samkvæmt grein 1.1.1 hækki sem hér segir: 1. apríl 2019 Launaflokkar hækka um 17.000 kr. 1. apríl 2020: Launaflokkar hækka um 18.000 kr. 1. janúar 2021: Ný launatafla tekur gildi 1. janúar 2022: Ný launatafla tekur gildi Sjá launatöflur í fylgiskjali 3. 3. gr. Önnur la
2278,kt_5602693229_5502694359,89,Landssamband slökkviliðs- og sjúkraflutningamanna,Samband íslenskra sveitarfélaga,opinber,BSRB,2020-01-01,2023-09-30,2021-01-01,krónutala,,17266,launatafla,úr texta,rikissattasemjari,samningur_1050.txt,"þeim tíma liðnum er prófið þreytt að nýju. Þrekálag tekur almennum hækkunum skv. grein 1.1.1., en á fjárhæðina reiknast ekki orlof. Þrekálag verður sem hér segir: Frá 1. janúar 2020 kr. 16.475. Frá 1. janúar 2021 kr. 17.266. Frá 1. janúar 2022 kr. 18.094. Frá 1. janúar 2023 Upphæðin miðast við niðurstöðu í launatöflu 5. SAMBAND ÍSLENSKRA SVEIT"
2277,kt_4105032040_6305943659,89,Landssamband slökkviliðs- og sjúkraflutningamanna,Isavia ohf.,almennur,BSRB,2019-04-01,2022-10-31,2021-01-01,krónutala,,24000,kauptaxtar,úr texta,rikissattasemjari,samningur_1078.txt,"nataxta koma nýir taxtar sbr. fylgiskjal 1. Launataxtar gilda frá 1.janúar 2020, 1. apríl 2020, 1. janúar 2021 og 1. janúar 2022. Taxtahækkanir: 1. janúar 2020 17.000 kr. 1. apríl 2020 24.000 kr. 1. janúar 2021 24.000 kr. 1. janúar 2022 25.000 kr. Taxtahækkanir á samningstíma eru samtals 90.000 kr. Almennar launahækkanir á samningstímanum"
2277,kt_4105032040_6305943659,89,Landssamband slökkviliðs- og sjúkraflutningamanna,Isavia ohf.,almennur,BSRB,2019-04-01,2022-10-31,2021-01-01,krónutala,,15750,almenn laun,úr texta,rikissattasemjari,samningur_1078.txt,"janúar 2021 24.000 kr. 1. janúar 2022 25.000 kr. Taxtahækkanir á samningstíma eru samtals 90.000 kr. Almennar launahækkanir á samningstímanum: 1. Janúar 2020 17.000 kr. 1. apríl 2020 18.000 kr. 1. janúar 2021 15.750 kr. 1. janúar 2022 17.250 kr. Kjaratengdir liðir kjarasamnings hækka um 2,5% á sömu dagsetningum nema um annað hafi verið s"
569,kt_4901690199_5110932019,11,Landssamband íslenskra verzlunarmanna,"Samtök atvinnulífsins, SA",almennur,BSRB,2019-04-01,2022-11-01,2021-01-01,krónutala,,15750,kauptaxtar,úr texta,rikissattasemjari,samningur_1114.txt,"hækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf 1. apríl 2019: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kauptaxtar Kauptaxtar hækka sérstaklega, sbr. fylgiskjal. 1. apríl 2019: 17.000 kr."
569,kt_4901690199_5110932019,11,Landssamband íslenskra verzlunarmanna,"Samtök atvinnulífsins, SA",almennur,BSRB,2019-04-01,2022-11-01,2021-01-01,krónutala,,24000,kauptaxtar,úr texta,rikissattasemjari,samningur_1114.txt,"20: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kauptaxtar Kauptaxtar hækka sérstaklega, sbr. fylgiskjal. 1. apríl 2019: 17.000 kr. 1. apríl 2020: 24.000 kr. 1. janúar 2021: 24.000 kr. 1. janúar 2022: 25.000 kr. 11 Fyrrnefndar hækkanir á kauptaxta eru reiknaðar í útgefnum töxtum í gr. 1.1. og í"
1122,kt_5301697319_6305943659,14,Leikarafélag Íslands,"Samtök atvinnulífsins, SA",almennur,,2020-01-01,2022-12-01,2021-01-01,krónutala,,15750,kauptaxtar,úr texta,rikissattasemjari,samningur_650.txt,"Reykjavíkur. 2. gr. Launabreytingar Launahækkanir samningsins eru allar í formi krónutöluhækkana. Almenn hækkun mánaðarlauna fyrir fullt starf 1. janúar 2020: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kauptaxtar Sjá hjálagðar launatöflur. Kjaratengdir liðir, þ.m.t. greiðsla fyrir hverja sýn"
558,kt_5301697319_5502930179,14,Leikarafélag Íslands,"Ríkissjóður, SNR",opinber,,2019-04-01,2023-03-01,2021-01-01,krónutala,,15750,launatafla,úr texta,rikissattasemjari,samningur_108.txt,reytingum og fyrirvörum sem í samkomulagi þessu felst og fellur þá úr gildi án frekari fyrirvara. 2. gr. Launahækkanir 1. apríl 2019: Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 18.000 kr. 1. janúar 2021: Laun hækka um 15.750 kr. 1. janúar 2022: Laun hækka um 17.250 kr. Sjá meðfylgjandi launatöflur í fylgiskjali 1 3. gr. Sýningarlaun Gr. 1.6 brey
558,kt_5301697319_5502930179,14,Leikarafélag Íslands,"Ríkissjóður, SNR",opinber,,2019-04-01,2023-03-01,2021-01-01,prósenta,2.5,,almenn laun,úr texta,rikissattasemjari,samningur_108.txt,"forsýningar og sýningar sem eru 1 klukkustund eða minna. Fyrir kvöldæfingar aðrar en forsýningar greiðist fjórðungur af sýningarlaunum, kr. 2.275. Sýningarlaun hækka á samningstímanum sem hér segir: 1.janúar 2021: 2,5% 1.janúar 2022: 2,5% Síða 1af9 4. gr. Önnur laun er starfinu fylgja Ný grein bætist við kafla 1 sem hljóðar svo: 1.1."
1007,kt_5012690459_5502930179,79,Lyfjafræðingafélag Íslands,"Ríkissjóður, SNR",opinber,Sérfélög,2019-04-01,2023-03-01,2021-01-01,krónutala,,15750,launatafla,úr texta,rikissattasemjari,samningur_498.txt,breytingum og fyrirvörum sem í samkomulagi þessu felst og fellur þá úr gildi án frekari fyrirvara. 2.gr. Launahækkanir 1. apríl 2019: Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 18.000 kr. 1.janúar 2021: Laun hækka um 15.750 kr. 1.janúar 2022: Laun hækka um 17.250 kr. Sjá meðfylgjandi launatöflur í fylgiskjali 1. 3. gr. Önnur laun er starfinu fy
1761,kt_5210690769_5502930179,54,Læknafélag Íslands,"Ríkissjóður, SNR",opinber,ASÍ,2019-03-01,2023-03-31,2021-01-01,krónutala,,15750,launatafla,úr texta,rikissattasemjari,samningur_529.txt,felst og fellur þá úr gildi án frekari fyrirvara. 2. gr. Launahækkanir Laun samkvæmt grein 3.1.1 hækki sem hér segir: 1. mars 2019: Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 18.000 kr. 1. janúar 2021: Laun hækka um 15.750 kr. 1. janúar 2022: Laun hækka um 17.250 kr. Sjá nánar meðfylgjandi launatöflur í fylgiskjali með kjarasamningi þessum. 3.
2094,kt_6701690149_6305943659,36,MATVÍS,"Samtök atvinnulífsins, SA",almennur,ASÍ,2019-05-03,2022-11-01,2021-01-01,krónutala,,15750,almenn laun,úr texta,rikissattasemjari,samningur_580.txt,"formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf 1. apríl 2019: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dagsetningum, nema um annað hafi verið"
2297,kt_5001692309_6305943659,36,MATVÍS,Landhelgisgæsla Íslands,opinber,ASÍ,2019-04-01,2023-03-31,2021-01-01,krónutala,,15750,launatafla,úr texta,rikissattasemjari,samningur_853.txt,u felst og fellur þá úr gildi án frekari fyrirvara. 2. gr. Launahækkanir Laun samkvæmt grein 1.1.1 hækki sem hér segir: 1. apríl 2019: Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 18.000 kr. 1. janúar 2021: Laun hækka um 15.750 kr. 1. janúar 2022: Laun hækka um 17.250 kr. Sjá meðfylgjandi launatöflur í fylgiskjali 1. 3. gr. Önnur laun er starfinu fyl
2097,kt_4103690549_6305943659,41,Mjólkurfræðingafélag Íslands,"Samtök atvinnulífsins, SA",almennur,ASÍ,2019-04-01,2022-11-01,2021-01-01,krónutala,,15750,almenn laun,úr texta,rikissattasemjari,samningur_359.txt,"formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf 1. apríl 2019: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dagsetningum, nema um annað hafi verið"
3240,kt_5002696349_5105922219,,Póstmannafélag Íslands,Íslandspóstur hf.,,,2019-04-01,2022-11-01,2021-01-01,krónutala,,15750,kauptaxtar,úr texta,rikissattasemjari,bd37fe4e44a050b74c0fee6a8b0b0e55.txt,"formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf 1. apríl 2019: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. Janúar 2021: 15.750 kr. 1. Janúar 2022: 17.250 kr. Kauptaxtar Kauptaxtar hækka sérstaklega, sbr. fylgiskjal. 1. apríl 2019: 17.000 kr. 1. aprí"
3240,kt_5002696349_5105922219,,Póstmannafélag Íslands,Íslandspóstur hf.,,,2019-04-01,2022-11-01,2021-01-01,krónutala,,24000,kauptaxtar,úr texta,rikissattasemjari,bd37fe4e44a050b74c0fee6a8b0b0e55.txt,"000 kr. 1. apríl 2020: 18.000 kr. 1. Janúar 2021: 15.750 kr. 1. Janúar 2022: 17.250 kr. Kauptaxtar Kauptaxtar hækka sérstaklega, sbr. fylgiskjal. 1. apríl 2019: 17.000 kr. 1. apríl 2020: 24.000 kr. 1. Janúar 2021: 24.000 kr. 1. Janúar 2022: 25.000 kr. Kjaratengdir liðir Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dagsetningum taki þ"
2143,kt_4404721099_5301040630,13,RSÍ,Leikfélag Reykjavíkur ses.,opinber,ASÍ,2019-07-07,2022-11-01,2021-01-01,krónutala,,15750,almenn laun,úr texta,rikissattasemjari,samningur_962.txt,"formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf 1. apríl 2019: 17.000 kr. 1. apríl 2020: #18.000 kr. 1. Janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dagsetningum, nema um annað hafi verið"
